vector,row,col
v,6663,1
I,V
2961.0,6.740882431935224e-18
2990.0,1.3481764863870448e-17
2995.0,1.2020638063275827e-16
3020.0,4.335294928966365e-18
3024.0,-1.1077705209471568e-16
3033.0,4.436067478313937e-17
3035.0,5.574542359129371e-17
3037.0,-2.355111209518419e-16
3043.0,3.861953354790636e-17
3047.0,-9.599012928491378e-17
3052.0,1.2020638063275827e-16
3055.0,4.492044019195447e-17
3058.0,-1.0074519413551099e-17
3071.0,-2.2194105662736678e-17
3106.0,9.71863352803081e-17
3122.0,3.0814879110195774e-32
3123.0,1.38666955995881e-32
3131.0,4.423678587710523e-17
3137.0,7.703719777548943e-34
3138.0,-1.38666955995881e-32
3140.0,4.423678587710523e-17
3147.0,-4.930380657631324e-32
3157.0,5.337661645989796e-18
3162.0,-1.6424785727482503e-17
3163.0,0.8383893324031114
3177.0,1.406551417776247e-17
3200.0,-1.778693145997808e-16
3210.0,5.803092429654672e-17
3225.0,1.5245561561868827e-17
3226.0,-1.3504316170127665e-16
3227.0,1.1013186121920717e-16
3229.0,-1.5245561561868827e-17
3231.0,-7.622780780934414e-18
3279.0,2.1702849632673501e-16
3298.0,1.7123158918088986e-16
3301.0,1.5245561561868827e-17
3314.0,-0.8126339636502107
3322.0,-8.858985412319108e-18
3347.0,2.870186032779116e-18
3360.0,-4.5736684685606485e-17
3363.0,1.0568588036290829e-16
3364.0,1.0568588036290829e-16
3369.0,-4.458811881060777e-18
3389.0,9.656150100383087e-17
3400.0,9.656150100383087e-17
3426.0,-1.6346398608167316e-17
3435.0,-4.299605880434094e-18
3436.0,-1.6346398608167316e-17
3450.0,5.1146244575407784e-17
3468.0,-1.0380575837716217e-17
3482.0,-1.2046792727733222e-17
3485.0,1.406551417776247e-17
3495.0,9.656150100383087e-17
3496.0,-1.6346398608167316e-17
3501.0,-3.293200636827908e-17
3510.0,-1.0900647136211e-17
3521.0,-3.6140582237826146e-17
3523.0,-3.6140582237826146e-17
3528.0,0.6581282678605356
3536.0,-0.6581282678605356
3538.0,-3.2140090025945376e-17
3547.0,1.0905373655362652e-17
3555.0,-1.1102230246251565e-16
3560.0,-5.574542359129371e-17
3588.0,5.3414490433659366e-17
3593.0,-1.646600318413954e-17
3599.0,2.2460220095977236e-17
3602.0,2.2460220095977236e-17
3605.0,1.2020638063275827e-16
3610.0,2.2460220095977236e-17
3635.0,5.3414490433659366e-17
3645.0,1.3926298596918235e-16
3657.0,-3.2140090025945376e-17
3664.0,-4.5736684685606485e-17
3667.0,-1.7123158918088986e-16
3669.0,1.7123158918088986e-16
3673.0,1.7123158918088986e-16
3674.0,6.427953177095202e-17
3690.0,5.846817495147194e-17
3714.0,-8.375108282732673e-17
3767.0,-9.656150100383087e-17
3777.0,-7.343699043238377e-17
3783.0,6.105983919986583e-17
3802.0,4.335294928966365e-18
3844.0,-1.1516668882016639e-17
3848.0,-1.1516668882016639e-17
3853.0,1.1516668882016639e-17
3860.0,-1.0568588036290829e-16
3867.0,-5.5065930609603586e-17
3872.0,-5.5065930609603586e-17
3873.0,5.5065930609603586e-17
3877.0,-5.5065930609603586e-17
3914.0,-1.1516668882016639e-17
3917.0,-1.0568588036290829e-16
3923.0,-1.0568588036290829e-16
3931.0,-2.980128137266913e-19
3934.0,-1.0568588036290829e-16
3951.0,2.2470012214873315e-17
3971.0,-4.5736684685606485e-17
3989.0,-7.9084487267625e-17
4007.0,-7.9084487267625e-17
4016.0,-7.9084487267625e-17
4019.0,1.178780979490067e-17
4048.0,6.475880949203098e-18
4114.0,1.0568588036290829e-16
4117.0,2.2470012214873315e-17
4125.0,2.2470012214873315e-17
4154.0,1.0568588036290829e-16
4236.0,1.1973264724288902e-16
4245.0,6.475880949203098e-18
4280.0,4.458811881060777e-18
4281.0,2.870186032779116e-18
4287.0,-1.9787461881635184e-16
4289.0,4.458811881060777e-18
4379.0,-5.5065930609603586e-17
4454.0,-1.723689173288165e-16
4544.0,-3.0956815968138238e-18
4637.0,-1.4520841630087041e-18
4686.0,5.803092429654672e-17
4696.0,-5.803092429654672e-17
4705.0,9.851593400378463e-17
4707.0,-2.4440155743594608e-16
4727.0,4.3593134281345884e-17
4735.0,-5.239699500356789e-17
4746.0,-6.479089018687207e-17
4753.0,-5.239699500356789e-17
4754.0,2.1733592096840374e-17
4755.0,-4.7369689428376844e-17
4756.0,-1.2507504281601074e-18
4774.0,1.0583060249357708e-16
4788.0,-1.0074519413551099e-17
4822.0,-3.6140582237826146e-17
4832.0,-8.67058985793273e-18
4867.0,-0.9688644034947492
4877.0,-6.479089018687207e-17
4883.0,1.4943126608506105
4889.0,-5.1146244575407784e-17
4924.0,-5.1146244575407784e-17
4933.0,-5.1146244575407784e-17
4952.0,-5.1146244575407784e-17
4978.0,-5.1146244575407784e-17
4983.0,-3.5947028728168505e-17
4984.0,4.5736684685606485e-17
5002.0,-3.2140090025945376e-17
5018.0,9.88217953384088e-18
5020.0,-2.870186032779116e-18
5024.0,3.6140582237826146e-17
5035.0,-2.8706038629467507e-16
5038.0,2.1317537777255727e-16
5046.0,8.67058985793273e-18
5049.0,-0.8966085145767592
5051.0,1.6346398608167316e-17
5055.0,-8.84194815629483e-19
5060.0,1.4713637386032158e-16
5061.0,-5.924733266319862e-17
5072.0,8.375108282732673e-17
5094.0,-1.0142673417271734e-16
5096.0,-3.69425042610589e-17
5099.0,2.355111209518419e-16
5103.0,9.71863352803081e-17
5104.0,-0.5402612502423438
5109.0,1.136111210077906e-16
5110.0,-8.84194815629483e-19
5113.0,8.841948156294833e-19
5115.0,-9.78328956539876e-18
5118.0,-8.84194815629483e-19
5121.0,-2.355111209518419e-16
5136.0,1.429233463060319e-17
5137.0,8.84194815629483e-19
5148.0,-1.6424785727482503e-17
5152.0,0.5402612502423438
5163.0,-3.69425042610589e-17
5164.0,-1.435093016389558e-18
5172.0,2.870186032779116e-18
5180.0,0.8383893324031114
5190.0,-1.2234017150701569e-17
5198.0,1.9588831852963888e-17
5199.0,-2.1702849632673501e-16
5211.0,0.9472393073531403
5213.0,-2.1702849632673501e-16
5216.0,5.0325862954937516e-18
5221.0,3.9248029124634586e-17
5222.0,1.7123158918088986e-16
5223.0,-5.2399707782459784e-17
5226.0,1.1102230246251565e-16
5230.0,5.2559977347234937e-17
5237.0,-7.9084487267625e-17
5246.0,1.1516668882016639e-17
5247.0,-1.1516668882016639e-17
5251.0,-9.71863352803081e-17
5252.0,9.71863352803081e-17
5262.0,2.056578539120056e-18
5263.0,2.251003940960422e-18
5266.0,2.251003940960422e-18
5270.0,1.186700171050922e-16
5271.0,5.2399707782459784e-17
5272.0,-5.2399707782459784e-17
5273.0,-3.0480755843950745e-18
5274.0,-6.096151168790149e-18
5275.0,1.087380713390703e-17
5276.0,-5.2399707782459784e-17
5279.0,1.634639860816732e-17
5284.0,1.1516668882016639e-17
5289.0,5.1146244575407784e-17
5292.0,4.335294928966365e-18
5300.0,-5.252067897701005e-18
5311.0,8.40482259610349e-18
5318.0,-2.287271439371884e-16
5331.0,1.3634846648310276e-17
5336.0,-2.046944254429685e-17
5339.0,5.7583344410083195e-18
5348.0,1.68899407548707e-17
5352.0,-1.0380575837716217e-17
5359.0,-1.0380575837716217e-17
5364.0,-8.921518969442977e-17
5365.0,-1.0566713306512655e-16
5366.0,-4.565377306402878e-17
5367.0,1.0900647136211e-17
5375.0,-5.1146244575407784e-17
5378.0,-1.6067406683591595e-16
5380.0,-6.672377779289778e-18
5389.0,4.5403510562559846e-17
5401.0,-1.7123158918088986e-16
5414.0,-4.217940150951872e-17
5421.0,-4.217940150951872e-17
5443.0,-1.3799422356940586e-17
5447.0,5.7583344410083195e-18
5452.0,7.971145585878328e-18
5453.0,-7.971145585878328e-18
5461.0,1.0583060249357708e-16
5467.0,-8.67058985793273e-18
5470.0,-1.778693145997808e-16
5471.0,-3.8423219164378727e-17
5478.0,-4.541525642842309e-17
5489.0,-4.492044019195447e-17
5493.0,1.0583060249357708e-16
5531.0,-2.4623913355809507e-17
5532.0,-1.435093016389558e-18
5539.0,8.795052269988027e-17
5583.0,-4.541525642842309e-17
5584.0,-4.541525642842309e-17
5606.0,-1.1516668882016639e-17
5608.0,-1.1516668882016639e-17
5616.0,-8.67058985793273e-18
5624.0,1.6118893578305884e-17
5649.0,1.6346398608167316e-17
5661.0,-8.67058985793273e-18
5675.0,5.7583344410083195e-18
5678.0,5.803092429654672e-17
5693.0,5.7583344410083195e-18
5696.0,-5.7583344410083195e-18
5716.0,-5.6773376202679086e-18
5724.0,1.1493525264737733e-16
5734.0,5.7583344410083195e-18
5741.0,-1.1493525264737733e-16
5747.0,-6.783977014653483e-18
5748.0,-1.5245561561868827e-17
5780.0,-0.3104626158167353
5790.0,-0.3840568263750212
5794.0,0.9721966053803124
5796.0,-1.6346398608167316e-17
5799.0,-0.813236152518306
5812.0,1.921162843753435e-16
5815.0,-0.6654346140250127
5817.0,1.1633213324221547
5818.0,-0.5131182856914162
5819.0,0.9252678312602283
5820.0,1.095531419159383
5835.0,1.186700171050922e-16
5837.0,0.2668634143090801
5839.0,0.5723969938933399
5845.0,-0.7465701655363999
5876.0,-0.8394643858821693
5880.0,-0.31350064285154156
5899.0,-0.3660996558644296
5901.0,-0.16793875565283067
5907.0,-0.8587941564578416
5913.0,-0.048534134848667865
5942.0,-0.12757935278093596
5953.0,-0.7670457347186461
5961.0,-0.8024664306246693
5970.0,-0.2367918697067669
5972.0,0.6442105913929843
5973.0,0.5474065365696016
5974.0,0.6511607716351016
5979.0,0.6875354929824272
5983.0,0.9460730870100288
6033.0,0.9545980336136658
6047.0,-0.8406670404609793
6056.0,-0.3133741343109
6060.0,-0.5763348027884402
6077.0,0.43890542617706885
6086.0,-0.6069905766673623
6089.0,-0.7806414168917843
6093.0,0.8457195514209397
6101.0,0.8514874583791824
6113.0,-0.8386184139870119
6117.0,1.2479711424441577
6128.0,0.5214038952176874
6136.0,0.6317909275626833
6146.0,-0.6486467622109293
6155.0,-0.7203054979368383
6157.0,0.6996149587187925
6170.0,-0.7997744518762638
6187.0,-0.7736858810285691
6188.0,0.5830593355459599
6198.0,0.07203367039237062
6204.0,-0.8554742486352579
6246.0,0.318024602134955
6252.0,0.6996149587187925
6271.0,-0.9394816247848281
6286.0,0.5685866167303046
6287.0,-0.8348982123623412
6297.0,-0.939481624784828
6299.0,-6.717946215242825e-17
6301.0,0.3104626158167353
6307.0,0.9394816247848281
6309.0,0.8966085145767592
6319.0,2.2470012214873315e-17
6339.0,0.8546572264945681
6340.0,1.1102230246251565e-16
6341.0,-0.8546572264945681
6346.0,-0.9394816247848282
6349.0,0.9394816247848281
