vector,row,col
v,4456,1
I,V
3165.0,-0.8554822764193315
3169.0,0.8554822764193315
3185.0,-0.8554822764193315
3189.0,0.8554822764193315
3190.0,2.7925122027858485e-17
3208.0,-2.7925122027858485e-17
3212.0,-3.080488362396232e-17
3215.0,-2.55315570003589e-16
3218.0,-3.080488362396232e-17
3221.0,-2.55315570003589e-16
3222.0,-2.55315570003589e-16
3223.0,-2.55315570003589e-16
3261.0,9.53734845425171e-17
3262.0,9.53734845425171e-17
3263.0,9.53734845425171e-17
3264.0,9.53734845425171e-17
3265.0,9.53734845425171e-17
3266.0,9.53734845425171e-17
3267.0,9.53734845425171e-17
3268.0,9.53734845425171e-17
3269.0,9.53734845425171e-17
3270.0,9.53734845425171e-17
3271.0,9.53734845425171e-17
3272.0,9.53734845425171e-17
3273.0,9.53734845425171e-17
3274.0,9.53734845425171e-17
3275.0,9.53734845425171e-17
3276.0,9.53734845425171e-17
3277.0,9.53734845425171e-17
3279.0,-3.080488362396232e-17
3280.0,-3.080488362396232e-17
3281.0,-3.080488362396232e-17
3282.0,-3.080488362396232e-17
3283.0,-3.080488362396232e-17
3284.0,-3.080488362396232e-17
3285.0,-3.080488362396232e-17
3286.0,-3.080488362396232e-17
3302.0,-2.9588336706301314e-18
3303.0,-2.9588336706301314e-18
3304.0,-2.9588336706301314e-18
3305.0,-2.9588336706301314e-18
3306.0,-2.9588336706301314e-18
3316.0,-2.9588336706301314e-18
3317.0,-3.8142005653809716e-17
3318.0,-3.8142005653809716e-17
3319.0,-3.8142005653809716e-17
3324.0,-3.8142005653809716e-17
3329.0,-2.9588336706301314e-18
3343.0,-2.9588336706301314e-18
3357.0,-2.9588336706301314e-18
3369.0,-1.0465247819593966e-16
3395.0,-1.4601243124349267e-16
3396.0,-1.4601243124349267e-16
3397.0,-1.4601243124349267e-16
3398.0,-1.4601243124349267e-16
3401.0,3.3358763406749224e-17
3402.0,-2.9588336706301314e-18
3403.0,-1.4601243124349267e-16
3404.0,-1.4601243124349267e-16
3405.0,-1.4601243124349267e-16
3406.0,-1.4601243124349267e-16
3536.0,-4.0077221163792557e-17
3537.0,-4.0077221163792557e-17
3538.0,3.399882595908108e-17
3539.0,3.399882595908108e-17
3564.0,6.320598841829324e-17
3565.0,1.087005870458039e-17
3566.0,1.087005870458039e-17
3567.0,1.087005870458039e-17
3568.0,1.087005870458039e-17
3569.0,1.087005870458039e-17
3570.0,1.087005870458039e-17
3573.0,-3.519542756645514e-17
3574.0,1.0465247819593966e-16
3578.0,-2.5427191479733733e-16
3618.0,9.696898606672208e-17
3619.0,1.9190606919163016e-16
3620.0,-9.69689860667219e-17
3621.0,1.0465247819593968e-16
3623.0,-9.69689860667219e-17
3624.0,-9.69689860667219e-17
3627.0,-3.21541187153505e-17
3631.0,-2.465190328815662e-32
3634.0,-2.465190328815662e-32
3642.0,-2.465190328815662e-32
3648.0,-2.465190328815662e-32
3664.0,9.71445146547012e-17
3666.0,-2.465190328815662e-32
3668.0,-7.861830989911062e-17
3670.0,-7.861830989911062e-17
3671.0,-9.746746191127183e-17
3675.0,2.70981942717627e-16
3677.0,-1.9287432173073104e-18
3679.0,3.0307589168605252e-18
3681.0,-3.268547246688543e-17
3682.0,3.519542756645514e-17
3685.0,-5.286864184933476e-17
3687.0,1.767321428287962e-17
3690.0,3.519542756645514e-17
3691.0,3.519542756645514e-17
3695.0,1.4601243124349267e-16
3697.0,1.4601243124349267e-16
3698.0,1.4601243124349267e-16
3699.0,1.4601243124349267e-16
3702.0,-1.2148552667108833e-16
3703.0,2.4242121088334076e-17
3704.0,1.2444436034171846e-16
3705.0,2.4242121088334076e-17
3713.0,-3.342005584057932e-17
3714.0,-1.0550888506120921e-16
3715.0,-1.0550888506120921e-16
3717.0,3.0307589168605252e-18
3718.0,-3.3358763406749224e-17
3727.0,-5.579826513155938e-16
3734.0,4.881793597337155e-18
3735.0,-4.881793597337155e-18
3751.0,2.107573242332717e-18
3755.0,1.0465247819593968e-16
3764.0,1.3699226075162668e-17
3781.0,2.680398098133222e-17
3786.0,-1.671002792028966e-17
3787.0,2.802735383480795e-17
3788.0,2.802735383480795e-17
3789.0,2.802735383480795e-17
3790.0,2.802735383480795e-17
3798.0,1.671002792028966e-17
3808.0,1.4601243124349267e-16
3809.0,3.3358763406749224e-17
3810.0,-3.3358763406749224e-17
3814.0,-2.680622309671296e-16
3817.0,-2.9784692329681066e-17
3818.0,-1.8982220520403901e-16
3819.0,8.683848107526842e-17
3820.0,5.705378874558735e-17
3821.0,-2.468759939496264e-16
3824.0,-1.4794168353150657e-18
3828.0,-8.683848107526842e-17
3829.0,-8.683848107526842e-17
3830.0,-8.683848107526842e-17
3841.0,1.3952595350937745e-17
3842.0,1.3952595350937745e-17
3843.0,1.3952595350937745e-17
3844.0,1.3952595350937745e-17
3845.0,1.3952595350937745e-17
3846.0,1.3952595350937745e-17
3847.0,1.3952595350937745e-17
3848.0,-3.389636702121535e-31
3849.0,-3.389636702121535e-31
3856.0,-3.389636702121535e-31
3860.0,1.759771378322757e-17
3865.0,1.2148552667108833e-16
3867.0,1.6102778250165893e-16
3869.0,-1.5124834132305068e-16
3880.0,2.9588336706301314e-18
3881.0,2.9588336706301314e-18
3882.0,2.9588336706301314e-18
3883.0,2.9588336706301314e-18
3884.0,2.9588336706301314e-18
3885.0,2.9588336706301314e-18
3886.0,2.9588336706301314e-18
3887.0,2.9588336706301314e-18
3888.0,5.233592971371285e-17
3889.0,5.233592971371285e-17
3890.0,4.0077221163792557e-17
3891.0,4.0077221163792557e-17
3892.0,4.0077221163792557e-17
3896.0,-5.47733010918274e-17
3897.0,-5.47733010918274e-17
3898.0,-1.095466021836548e-16
3899.0,-1.095466021836548e-16
3900.0,-5.47733010918274e-17
3903.0,5.47733010918274e-17
3907.0,2.4297105334217665e-16
3909.0,-1.950749012404105e-18
3913.0,-4.465881946114242e-18
3916.0,-1.7181802132004913e-17
3918.0,-8.658928543151273e-17
3930.0,-4.885890143201378e-17
3931.0,5.237722969846005e-17
3933.0,-7.262662523907455e-17
3937.0,-3.519542756645514e-17
3944.0,-4.0077221163792557e-17
3945.0,-1.6102778250165893e-16
3946.0,1.6102778250165893e-16
3947.0,1.0663420101439433e-16
3973.0,5.654004242589037e-17
3979.0,-2.6738128958096264e-16
3981.0,3.519542756645514e-17
3982.0,3.519542756645514e-17
3983.0,3.519542756645514e-17
3986.0,-1.0465247819593966e-16
3987.0,-1.0465247819593966e-16
3988.0,-1.0465247819593966e-16
3990.0,1.0465247819593966e-16
3991.0,-1.0465247819593966e-16
4000.0,-4.215146484665434e-18
4002.0,-4.215146484665434e-18
4009.0,5.795826416414972e-18
4013.0,1.0537866211663586e-18
4014.0,1.0537866211663586e-18
4022.0,-4.8817935973369e-18
4023.0,1.232595164407831e-32
4030.0,2.107573242332717e-18
4050.0,6.644407305106504e-18
4056.0,3.0307589168605252e-18
4059.0,1.9287432173073104e-18
